,id,title,union
10,4584.0,Sense and Sensibility,sens and sensibl rich mr dashwood die leav hi second wife and her daughter poor by the rule of inherit two daughter are the titular opposit drama romanc katewinslet emmathompson hughgrant tomwilkinson alanrickman imogenstubb gregwis hughlauri imeldastaunton roberthardi oliverforddavi jamesfleet harrietwalt gemmajon emiliefran oi elizabethsprigg richardlumsden angle columbiapicturescorpor mirageenterpris
11,5.0,Four Rooms,four room it s ted the bellhop s first night on the job and the hotel s veri unusu guest are about to place him in some outrag predica it seem that thi even s room servic is serv up one unbeliev happen after anoth crime comedi timroth antoniobandera jenniferb madonna marisatomei brucewilli quentintarantino sammidavi amandadecadenet valeriagolino lilitaylor lawrencebend ionesky aliciawitt davidprov lanamckissack tamlyntomita kathygriffin paulcalderon salmahayek patriciavonn dannyverduzco kimberlyblair marclawr allisonand alexandrerockwel robertrodriguez quentintarantino miramaxfilm abandapart
12,9273.0,Ace Ventura: When Nature Calls,ace ventura when natur call summon from an ashram in tibet ace find himself on a peril journey into the jungl of africa to find shikaka the miss sacr anim of the friendli wachati tribe he must accomplish thi befor the wed of the wachati s princess to the princ of the warrior wachootoo if ace fail the result will be a viciou tribal war crime comedi adventur jimcarrey ianmcneic simoncallow maynardeziashi bobgunton sophieokonedo tommydavidson adewaleakinnuoy agbaj dannyd daniel sammotoanaphillip damonstandif andrewsteel brucesp tomgrunk arsenio sonni trinidad steveoedekerk oentertain warnerbro morgancreekproduct
13,11517.0,Money Train,money train a veng new york transit cop decid to steal a trainload of subway fare hi foster brother a fellow cop tri to protect him action comedi crime wesleysnip woodyharrelson jenniferlopez robertblak chriscoop joegrifasi scottsow skippsudduth aidaturturro vincentpastor enricocolantoni billnunn katiegil jeremyrobert joebacino josephruben columbiapictur
14,8012.0,Get Shorty,get shorti chili palmer is a miami mobster who get sent by hi boss the psychopath bone barboni to collect a bad debt from harri zimm a hollywood produc who special in cheesi horror film when chili meet harri s lead ladi the romant spark fli after pitch hi own life stori as a movi idea chili learn that be a mobster and be a hollywood produc realli aren t all that differ comedi thriller crime johntravolta genehackman renerusso dannydevito dennisfarina delroylindo jamesgandolfini jongri reneeprop davidpaym martinferrero miguelsandov jacobvarga bobbyslayton lindahart jeffreyj stephen barrysonnenfeld jerseyfilm metro goldwyn mayer mgm
15,1710.0,Copycat,copycat an agoraphob psychologist and a femal detect must work togeth to take down a serial killer who copi serial killer from the past drama thriller sigourneyweav hollyhunt willpatton williammcnamara harryconnickjr j e freeman dermotmulroney johnrothman shannono hurley bobgreen tonyhaney dannykovac tahmusround scottdevenney davidmichaelsilverman jonamiel regencyenterpris newregencypictur
16,9691.0,Assassins,assassin assassin robert rath arriv at a funer to kill a promin mobster onli to wit a rival hire gun complet the job for him with grisli result horrifi by the murder of innoc bystand rath decid to take one last job and then return to civilian life but find hi way out of the world of contract kill grow ever more danger as rath fall for hi femal target and becom a mark man himself action adventur crime thriller sylvesterstallon antoniobandera juliannemoor anatolidavydov musewatson stevekahan kellyrowan reeddiamond kaiwulff kerryskalski jamesdouglashaskin stephenliska johnharm edwardj rosen christinaorchid chocoorta germ nlegarreta richarddonn silverpictur canal warnerbro dinodelaurentiiscompani donner shuler donnerproduct evansgideon lazar
17,451.0,Leaving Las Vegas,leav la vega ben sanderson an alcohol hollywood screenwrit who lost everyth becaus of hi drink arriv in la vega to drink himself to death there he meet and form an uneasi friendship and non interfer pact with prostitut sera drama romanc nicolascag elisabethshu juliansand richardlewi stevenweb kimadam emilyproct stuartreynold valeriagolino grahambeckel mariskahargitay lauriemetcalf shawneesmith davidkriegel mikefiggi unitedartist intialproduct
18,9909.0,Dangerous Minds,danger mind former marin louann johnson land a gig teach in a pilot program for bright but underachiev teen at a notori inner citi high school after have a terribl first day she decid she must throw decorum to the wind when johnson return to the classroom she doe so arm with a no nonsens attitud inform by her militari train and a fearless determin to better the live of her student no matter what the cost drama crime michellepfeiff georgedzundza courtneyb vanc robinbartlett johnnevil beatricewind lorrainetoussaint renolysantiago wadedominguez bruklinharri mercellothedford robertoalvarez richardgr mariselagonzal toninichellebuzhardt johnn smith hollywoodpictur viarosaproduct donsimpson jerrybruckheimerfilm
19,63.0,Twelve Monkeys,twelv monkey in the year convict jame cole reluctantli volunt to be sent back in time to discov the origin of a deadli viru that wipe out nearli all of the earth s popul and forc the survivor into underground commun but when cole is mistakenli sent to instead of he s arrest and lock up in a mental hospit there he meet psychiatrist dr kathryn railli and patient jeffrey goin the son of a famou viru expert who may hold the key to the mysteri rogu group the armi of the monkey thought to be respons for unleash the killer diseas sciencefict thriller mysteri brucewilli madeleinestow bradpitt christopherplumm davidmors jonseda frankgorshin josephmelito aaronmichaellacey christophermeloni joeyperillo lisagayhamilton mattross anniegolden michaelch vernoncampbel h michaelwal bobadrian simonjon carolflor billraymond ernestabuba irmast paul rozwillyoung nelljohnson frederickstroth charlestechman rickwarn anthoni chip brienza brucekirkpatrick wilfredwilliam joiletharri druciemcdaniel johnblaiss louislippa stankang patdia felixpir karlwarren josephmckenna stephenbridgewat rayhuffman charleyscali roberto neill paulmeshejian kevinthigpen harryo tool jannelli michaelryanseg korchenko chuckjeffrey barrypric johnpanzarella janetzappala lisatalerico tiffanybaldwin c j byrn tomdetrik joegereti reneespei bonnieloev raymondmamrak salmazzotta allelonruggiero thang terrygilliam universalpictur atlasentertain classico
20,9598.0,Babe,babe babe is a littl pig who doesn t quit know hi place in the world with a bunch of odd friend like ferdinand the duck who think he is a rooster and fli the dog he call mom babe realiz that he ha the make to becom the greatest sheep pig of all time and farmer hogget know it with the help of the sheep dog babe learn that a pig can be anyth that he want to be fantasi drama comedi famili christinecavanaugh miriammargoly dannymann hugoweav miriamflynn jamescromwel russitaylor evelynkrap michaeledward steven charlesbartlett paullivingston roscoeleebrown magdaszubanski zoeburton paulgoddard wadehayward brittanybyrn maryacr chrisnoonan universalpictur kennedymillerproduct
21,687.0,Dead Man Walking,dead man walk a justic drama base on a true stori about a man on death row who in hi last day form a strong relationship with a nun who teach him forgiv and give him spiritu as she accompani him to hi execut susan sarandon won an oscar for best femal actress for her convinc portray of sister helen prejean drama susansarandon seanpenn robertproski raymondj barri r leeermey celiaweston loissmith scottwilson robertamaxwel margomartindal jackblack rayaranha petersarsgaard bartonheyman stevebol nesbittblaisdel larrypin kevincooney clancybrown michaelcullen missyyag jennykrochm jonabraham arthurbridg stevecarlisl evaamurrimartino jackhenryrobbin dennisn mollybry adelerobbin peteburri joanglov lenorebank scottsow corteznancejr adamnelson jeremyknast marcuslylebrown anthonymichaelfrederick thomasmcgowan codiescott helenprejean timrobbin havoc polygramfilmedentertain workingtitlefilm
22,9603.0,Clueless,clueless shallow rich and social success cher is at the top of her beverli hill high school s peck scale see herself as a matchmak cher first coax two teacher into date each other embolden by her success she decid to give hopelessli klutzi new student tai a makeov when tai becom more popular than she is cher realiz that her disapprov ex stepbroth wa right about how misguid she wa and fall for him comedi drama romanc aliciasilverston staceydash brittanymurphi paulrudd donaldfaison elisadonovan breckinmey jeremysisto danhedaya wallaceshawn twinkcaplan justinwalk juliebrown nicolebilderback amyheckerl paramountpictur
23,9312.0,Mortal Kombat,mortal kombat for nine gener an evil sorcer ha been victori in hand to hand battl against hi mortal enemi if he win a tenth mortal kombat tournament desol and evil will reign over the multivers forev to save earth three warrior must overcom seemingli insurmount odd their own inner demon and superhuman foe in thi action adventur movi base on one of the most popular video game of all time action fantasi christopherlambert robinsh lindenashbi cari hiroyukitagawa bridgettewilson talisasoto trevorgoddard chriscasamassa fran oispetit keithcook edboon paulw s anderson newlinecinema thresholdentertain
24,577.0,To Die For,to die for susan want to work in televis and will therefor do anyth it take even if it mean kill her husband a veri dark comedi from independ director gu van sant with a brilliant nicol kidman in the lead role fantasi drama comedi thriller nicolekidman mattdillon joaquinphoenix caseyaffleck illeanadougla alisonfolland danhedaya wayneknight davidcronenberg kurtwoodsmith hollandtaylor susantraylor mariatucci timhopp gusvans therankorganis columbiapicturescorpor
25,807.0,Se7en,se en two homicid detect are on a desper hunt for a serial killer whose crime are base on the seven deadli sin in thi dark and haunt film that take viewer from the tortur remain of one victim to the next the season det sommerset research each sin in an effort to get insid the killer s mind while hi novic partner mill scoff at hi effort to unravel the case crime mysteri thriller bradpitt morganfreeman gwynethpaltrow johnc mcginley kevinspacey r leeermey richardroundtre richardschiff juliearaskog markboonejunior johncassini rege cathey petercrombi hawthornejam michaelmasse lelandors richardportnow danielzacapa alfonsofreeman harrissavid andrewkevinwalk richmondarquett pamalatyson emilywagn shannonwilcox georgechristi endrehul williamdavidson bobcollin dominiquejen allankolman geneborkan mariodidonato harrisonwhit bobstephenson michaelreidmackay lennieloftin martinseren davidcorreia lexiebigham evanmirand pauleckstein rachelflanagan heidischanz brianev jamesdeeth charlesa tamburro charless dutton arthurmax davidfinch newlinecinema junopix cecchigoripictur
26,10530.0,Pocahontas,pocahonta histori come glorious to life in disney s epic anim tale about love and adventur in the new world pocahonta is a nativ american woman whose father ha arrang for her to marri her villag s best warrior but a vision tell her chang is come and soon she come face to face with it in the form of capt john smith adventur anim drama famili irenebedard melgibson davidogdensti johnkassir russellmean christianbal judykuhn lindahunt dannymann billyconnolli joebak frankwelk michellest john jamesapaumutfal gordontootoosi jimcum mikegabriel ericgoldberg waltdisneypictur waltdisneyfeatureanim
27,629.0,The Usual Suspects,the usual suspect held in an l a interrog room verbal kint attempt to convinc the fed that a mythic crime lord keyser soze not onli exist but wa also respons for draw him and hi four partner into a multi million dollar heist that end with an explos in san pedro harbor leav few survivor verbal lure hi interrog with an incred stori of the crime lord s almost supernatur prowess drama crime thriller stephenbaldwin gabrielbyrn chazzpalminteri kevinpollak petepostlethwait kevinspacey suzyami giancarloesposito beniciodeltoro danhedaya paulbartel carlbressl christineestabrook clarkgregg morganhunt louislombardi frankmedrano rongilbert bryansing blueparrotproduct badhatharryproduct
28,10607.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,don t be a menac to south central while drink your juic in the hood when ashtray shawn wayan move to south central l a to live with hi father who appear to be the same age he is and grandmoth who like to talk tough and smoke reefer he fall in with hi gang bang cousin loc dog marlon wayan who along with the requisit pistol and uzi carri a thermo nuclear warhead for self defens will ashtray be abl to keep live the straight life comedi shawnwayan marlonwayan traceycherellejon chrisspenc vivicaa fox rappin granni sulimccullough berniemac faizonlov keenenivorywayan kimwayan helenmartin virginiawatson darrelheath parisbarclay miramaxfilm islandpictur ivorywayproduct
29,10634.0,Friday,friday craig and smokey are two guy in lo angel hang out on their porch on a friday afternoon smoke and drink look for someth to do comedi icecub christuck nialong tomlisterjr johnwitherspoon annamariahorsford reginak paulajaipark faizonlov djpooh tonycox anthonyjohnson berniemac meagangood terrij vaughn f garygray reynaldorey michaelclarkeduncan f garygray newlinecinema
30,755.0,From Dusk Till Dawn,from dusk till dawn seth gecko and hi younger brother richard are on the run after a bloodi bank robberi in texa they escap across the border into mexico and will be home free the next morn when they pay off the local kingpin they just have to surviv from dusk till dawn at the rendezv point which turn out to be a hell of a strip joint horror action thriller crime georgeclooney quentintarantino harveykeitel juliettelewi ernestliu salmahayek cheechmarin dannytrejo tomsavini fredwilliamson michaelpark brendahillhous johnsaxon marclawr kellypreston johnhawk titolarriva peteratanasoff johnnyvatoshernandez aimeegraham heidimcn ernestm garcia gregorynicotero cristo mikemoroff tiatexada janinejorda ungelabrockman michelleberub michaelmckay jakemckinnon walterphelan waynetoth robertrodriguez abandapart dimensionfilm loshooligansproduct miramax
31,9102.0,Screamers,screamer siriu b year on a distant mine planet ravag by a decad of war scientist have creat the perfect weapon a blade wield self replic race of kill devic known as screamer design for one purpos onli to hunt down and destroy all enemi life form horror sciencefict peterwel roydupui jenniferrubin andrewlau lilianakomorowska michaelcaloz jasoncavali ronwhit charlesedwinpowel christianduguay themovienetwork tmn allegrofilm fujieightcompanyltd friesfilmgroup superecran triumphfilm
32,2086.0,Nick of Time,nick of time gene watson is a public account who arriv on a train at union station in lo angel accompani by hi year old daughter lynn becaus of hi ordinari look he is approach by a pair of sinist peopl name smith and jone crime drama thriller johnnydepp courtneychas charless dutton christopherwalken romamaffia peterstrauss gloriareuben marshamason migueln jera billsmitrovich g d spradlin charlescarrol johnbadham paramountpictur
33,9208.0,Broken Arrow,broken arrow when rogu stealth fighter pilot vic deakin deliber drop off the radar while on maneuv the air forc end up with two stolen nuclear warhead and deakin s co pilot riley hale is the militari s onli hope for get them back travers the desert canyon of utah hale team with park ranger terri carmichael to put deakin back in hi box action adventur drama thriller johntravolta christianslat samanthamathi delroylindo bobgunton frankwhaley howielong vondiecurti hall jackthompson vytorugini ousaunelam shauntoub caseybigg jeffreyj stephen joeybox johnwoo twentiethcenturyfoxfilmcorpor wcgentertainmentproduct markgordonproduct
34,13685.0,Bottle Rocket,bottl rocket upon hi releas from a mental hospit follow a nervou breakdown the directionless anthoni join hi friend dignan who seem far less sane than the former dignan ha hatch a hair brain scheme for an as yet unspecifi crime spree that somehow involv hi former boss the supposedli legendari mr henri comedi crime drama lukewilson owenwilson lumicavazo andrewwilson robertmusgrav haleymil jamescaan neddowd sheafowl briantenenbaum jennitooley templenash wesanderson graciefilm columbiapicturescorpor
35,9614.0,Happy Gilmore,happi gilmor fail hockey player turn golf whiz happi gilmor whose unconvent approach and antic on the grass court the ire of rival shooter mcgavin is determin to win a pga tournament so he can save hi granni s hous with the prize money meanwhil an attract tour publicist tri to soften happi s imag comedi adamsandl benstil christophermcdonald juliebowen francesbay carlweath richardkiel bobbark allencovert joeflaherti leetrevino robertsmigel dennisdugan kevinnealon vernelundquist jaredvansnellenberg kencamroux dennisdugan universalpictur brillstein greyentertain robertsimondsproduct
36,688.0,The Bridges of Madison County,the bridg of madison counti photograph robert kincaid wander into the life of housewif francesca johnson for four day in the s drama romanc merylstreep clinteastwood anniecorley victorslezak jimhayni sarahkathrynschmitt christopherkroon phyllislyon debramonk richardlag michelleben alisonwiegert clinteastwood amblinentertain malpasoproduct warnerbro
37,197.0,Braveheart,braveheart enrag at the slaughter of murron hi new bride and childhood love scottish warrior william wallac slay a platoon of the local english lord s soldier thi lead the villag to revolt and eventu the entir countri to rise up against english rule action drama histori war melgibson catherinemccormack sophiemarceau patrickmcgoohan angusmacfadyen brendangleeson jamesrobinson jamescosmo seanmcginley gerdastevenson mhairicalvey jeannemarin seanlawlor sandynelson alantal andrewweir briancox peterhanli stephenbillington tommyflanagan rupertvansittart tamwhit ianbannen davido hara petermullan davidg malcolmtierney martinmurphi gerardmcsorley bernardhorsfal richardleaf liamcarney ralphriach barrymcgovern johnkavanagh alunarmstrong julieaustin alexnorton michaelbyrn williamscott masson deanlopata donalgibson jimmychisholm johnmurtagh davidmckay niallo brien martindempsey jimmykeogh joesavino malwhyt paultuck graemeford gregjeloudov ranamorrison jero leari melgibson iconentertainmentintern theladdcompani b h financec v
38,103.0,Taxi Driver,taxi driver a mental unstabl vietnam war veteran work as a night time taxi driver in new york citi where the perceiv decad and sleaz feed hi urg for violent action attempt to save a preadolesc prostitut in the process crime drama robertdeniro cybillshepherd harveykeitel jodiefost peterboyl leonardharri albertbrook diahnneabbott ginoardito martinscorses murraymoston richardhigg billminkin bobmaroff victorargo joespinel frankadu brendadickson normanmatlock harrynorthup harlancarypo stevenprinc petersavag nicholasshield ralph singleton anniegagen carsongr mari patgreen debbimorgan donstroud martinscorses columbiapicturescorpor italo judeoproduct bill phillip
39,11000.0,The Birdcage,the birdcag a gay cabaret owner and hi drag queen companion agre to put up a fals straight front so that their son can introduc them to hi fianc s right wing moralist parent comedi robinwilliam genehackman nathanlan diannewiest grantheslov hankazaria danfutterman calistaflockhart christinebaranski tommcgowan mikenichol unitedartist
40,9737.0,Bad Boys,bad boy marcu burnett is a hen peck famili man mike lowri is a foot loos and fanci free ladi man both are miami policemen and both have hour to reclaim a consign of drug stolen from under their station s nose to complic matter in order to get the assist of the sole wit to a murder they have to pretend to be each other action comedi crime thriller willsmith martinlawr t aleoni tch kykaryo joepantoliano marghelgenberg michaelimperioli theresarandl annalevin nestorserrano kevincorrigan juliooscarmechoso saverioguerra vicmanni frankjohnhugh mikekirton emmanuelxuereb ralphgonzalez johnsalley lisaboyl marcmacaulay karenalexand heatherdavi buddybolton willknickerbock tiffanysamuel coryhodg scottcumberbatch michaeltaliferro fawnre joeyromano samay michaelbay columbiapictur donsimpson jerrybruckheimerfilm
41,10474.0,The Basketball Diaries,the basketbal diari film adapt of street tough jim carrol s epistl about hi kaleidoscop free fall into the harrow world of drug addict drama crime leonardodicaprio lorrainebracco jamesmadio markwahlberg brunokirbi patrickmcgaw juliettelewi michaelimperioli erniehudson mannyalfaro cynthiadaniel brittanydaniel scottkalvert newlinecinema islandpictur
42,568.0,Apollo 13,apollo the true stori of technic troubl that scuttl the apollo lunar mission in risk the live of astronaut jim lovel and hi crew with the fail journey turn into a thrill saga of heroism drift more than mile from earth the astronaut work furious with the ground crew to avert tragedi drama tomhank billpaxton kevinbacon garysinis edharri kathleenquinlan marykateschellhardt emilyannlloyd mikohugh maxelliottslad jeanspeeglehoward tracyrein davidandrew michelelittl chriselli joespano xanderberkeley rogercorman andrewlipschultz markwheel endrehul clinthoward christianclemenson brettcullen thombarri gabrieljarret jimlovel ronhoward imagineentertain universalpictur
43,11780.0,Rob Roy,rob roy in the highland of scotland in the s rob roy tri to lead hi small town to a better futur by borrow money from the local nobil to buy cattl to herd to market when the money is stolen rob is forc into a robin hood lifestyl to defend hi famili and honour adventur liamneeson jessicalang johnhurt timroth ericstoltz briancox jasonflemyng andrewkeir shirleyhenderson brianmccardi gilbertmartin vickimasson gillygilchrist ewanstewart davidhayman davidbrookspalm myramcfadyen johnmurtagh karenmatheson billgardin brianmcarthur valentinenwanz richardbonehil allansutherland michaelcaton jone unitedartist talismanproduct
44,414.0,Batman Forever,batman forev the dark knight of gotham citi confront a dastardli duo two face and the riddler formerli district attorney harvey dent two face believ batman caus the courtroom accid which left him disfigur on one side and edward nygma comput geniu and former employe of millionair bruce wayn is out to get the philanthropist as the riddler former circu acrobat dick grayson hi famili kill by two face becom wayn s ward and batman s new partner robin action crime fantasi valkilm tommyleejon jimcarrey nicolekidman chriso donnel michaelgough pathingl drewbarrymor debimazar elizabethsand reneauberjonoi joegrifasi philipmoon jessicatuck dennispaladino donwilson bobzmuda joelschumach warnerbro polygramfilmedentertain
45,8839.0,Casper,casper furiou that her late father onli will her hi gloomi look mansion rather than hi million carrigan crittenden is readi to burn the place to the ground when she discov a map to a treasur hidden in the hous but when she enter the ricketi mansion to seek her claim she is frighten away by a wick wave of ghost determin to get her hand on thi hidden fortun she hire afterlif therapist dr jame harvey to exorcis the ghost from the mansion harvey and hi daughter kat move in and soon kat meet casper the ghost of a young boy who s the friendliest ghost you know but not so friendli are casper s uncl stretch fatso and stinki who are determin to drive all fleshi away fantasi comedi famili christinaricci billpullman cathymoriarti ericidl joenipot joealaskey bradgarrett garetteratliffhenson jessicawesson amybrenneman malachipearson chaunceyleopardi spencervrooman benstein donnovello fredrog terrymurphi ernestinemerc dougbruckn johnkassir wesleythompson michaeldubrow j j anderson jessharnel michaelmccarti micahwinkelspecht mikesimmrin devonsawa danaykroyd rodneydangerfield clinteastwood melgibson elisemain tonystef ano bradsilberl universalpictur amblinentertain theharveyentertainmentcompani
46,10329.0,Congo,congo eight peopl embark on an expedit into the congo a mysteri expans of unexplor africa where human greed and the law of natur have gone berserk when the thrill seeker some with ulterior motiv stumbl across a race of killer ape action adventur drama mysteri sciencefict thriller lauralinney dylanwalsh erniehudson timcurri grantheslov joedonbak lorenenoh maryellentrainor mistyrosa stuartpankin carolynseymour romyrosemont jameskaren billpugin lawrencet wrentz johnhawk brucecampbel adewaleakinnuoy agbaj delroylindo joepantoliano jimmybuffett frankmarshal paramountpictur kennedi marshallcompani the
47,8963.0,Crimson Tide,crimson tide on a us nuclear missil sub a young first offic stage a mutini to prevent hi trigger happi captain from launch hi missil befor confirm hi order to do so action thriller drama denzelwashington genehackman mattcraven georgedzundza viggomortensen jamesgandolfini rockycarrol jaimegomez michaelmilhoan scottburkhold dannynucci lillobrancato ericbruskott rickyschrod stevezahn marcellothedford ryanphillipp scottgrim tonyscott hollywoodpictur donsimpson jerrybruckheimerfilm
48,8068.0,Desperado,desperado a gunsling is embroil in a war with a local drug runner thriller action crime antoniobandera salmahayek joaquimdealmeida cheechmarin stevebuscemi carlosandr sg mez quentintarantino titolarriva angelavil dannytrejo abrahamverduzco carlosgallardo albertmicheljr davidalvarado angelalanza elizabethrodriguez robertrodriguez columbiapictur loshooligansproduct
49,1572.0,Die Hard: With a Vengeance,die hard with a vengeanc new york detect john mcclane is back and kick bad guy butt in the third instal of thi action pack seri which find him team with civilian zeu carver to prevent the loss of innoc live mcclane thought he d seen it all until a geniu name simon engag mcclane hi new partner and hi belov citi in a deadli game that demand their concentr action thriller brucewilli jeremyiron samuel jackson grahamgreen colleencamp larrybryggman anthonypeck nicholaswyman samphillip kevinchamberlin sharonwashington stephenpearlman michaelalexanderjackson aldishodg mischahausserman michaelcristof tonyhalm johnmctiernan twentiethcenturyfoxfilmcorpor cinergipicturesentertain
50,6520.0,First Knight,first knight the timeless tale of king arthur and the legend of camelot are retold in thi passion period drama arthur is reluct to hand the crown to lancelot and guinever is torn between her loyalti to her husband and her grow love for hi rival but lancelot must balanc hi loyalti to the throne with the reward of true love action adventur drama romanc seanconneri richardger juliaormond bencross liamcunningham christophervilli valentinepelka colinmccormack ralphineson johngielgud stuartbunc janerobbin jeanmariecoffey paulkynman tomluci richardclaxton jerryzuck columbiapicturescorpor firstknightproduct
51,10428.0,Hackers,hacker along with hi new friend a teenag who wa arrest by the us secret servic and ban from use a comput for write a comput viru discov a plot by a nefari hacker but they must use their comput skill to find the evid while be pursu by the secret servic and the evil comput geniu behind the viru action crime thriller drama jonnyleemil angelinajoli jessebradford matthewlillard renolysantiago fishersteven albertawatson laurencemason lorrainebracco wendellpierc michaelgaston marcanthoni pennjillett peteri kim darrenle lizawalk bobsess ethanbrown blakewillett maxligosh jeffhard felicityhuffman paulklementowicz denisegeorg williamdemeo iainsoftley unitedartist suftley
